fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
45328,00;0.24;0.35;45323,00;0.038;22,00;167,00;0.9912;45294,00;0.48;45453,00;6,00
45541,00;0.29;0.4;19.45;0.043;36,00;156,00;0.9996;34001,00;0.47;45543,00;5,00
45541,00;0.32;0.26;45359,00;0.053;32,00;180,00;0.9965;45717,00;0.51;45331,00;6,00
45356,00;0.58;0.07;45541,00;0.043;34,00;149,00;0.9944;12479,00;0.57;45482,00;5,00
45356,00;0.585;0.07;45298,00;0.044;34,00;145,00;0.9945;12479,00;0.57;45482,00;6,00
45387,00;0.59;0.07;7,00;0.045;36,00;147,00;0.9944;12479,00;0.57;45482,00;6,00
45541,00;0.32;0.26;45359,00;0.053;32,00;180,00;0.9965;45717,00;0.51;45331,00;6,00
45327,00;0.6;0.07;7,00;0.044;33,00;147,00;0.9944;12114,00;0.58;45482,00;5,00
45509,00;0.25;0.26;45304,00;0.051;44,00;148,00;0.9972;47178,00;0.38;45360,00;5,00
45449,00;0.58;0.3;45296,00;0.057;30,00;123,00;0.9949;45352,00;0.38;9,00;5,00
7,00;0.29;0.54;45483,00;0.046;59,00;234,00;0.9966;45415,00;0.61;45421,00;5,00
45449,00;0.19;0.41;45543,00;0.046;51,00;169,00;0.9954;41699,00;0.57;45513,00;6,00
45479,00;0.2;0.41;45300,00;0.044;50,00;166,00;0.9954;41699,00;0.58;45513,00;6,00
45480,00;0.26;0.4;45292,00;0.042;9,00;60,00;0.9915;32540,00;0.5;45453,00;5,00
45510,00;0.32;0.34;45323,00;0.044;14,00;67,00;0.9919;45415,00;0.47;45453,00;4,00
7,00;0.3;0.49;45477,00;0.036;17,00;105,00;0.9916;46082,00;0.68;45394,00;7,00
7,00;0.24;0.36;45506,00;0.034;22,00;112,00;0.99;43525,00;0.38;45455,00;8,00
45297,00;0.31;0.58;5,00;0.039;36,00;114,00;0.9909;45354,00;0.6;45363,00;8,00
45510,00;0.44;0.37;45296,00;0.047;46,00;201,00;0.9938;45507,00;0.65;45422,00;4,00
45479,00;0.34;0.3;45458,00;0.054;51,00;196,00;0.9982;43525,00;0.49;45360,00;5,00
45298,00;0.35;0.24;45397,00;0.055;46,00;198,00;0.9988;45629,00;0.49;45512,00;5,00
45358,00;0.32;0.25;45329,00;0.056;47,00;180,00;0.9961;45507,00;0.47;45512,00;5,00
45418,00;0.28;0.33;45488,00;0.053;51,00;190,00;0.9978;44621,00;0.51;45482,00;6,00
45329,00;0.23;0.39;45336,00;0.058;49,00;192,00;0.9979;35827,00;0.48;9,00;7,00
45329,00;0.23;0.39;45336,00;0.058;49,00;192,00;0.9979;35827,00;0.48;9,00;7,00
45329,00;0.23;0.39;45336,00;0.058;49,00;192,00;0.9979;35827,00;0.48;9,00;7,00
45329,00;0.23;0.39;45336,00;0.058;49,00;192,00;0.9979;35827,00;0.48;9,00;7,00
45540,00;0.15;0.31;45509,00;0.041;53,00;155,00;0.9945;19054,00;0.46;45422,00;6,00
45389,00;0.28;0.42;45523,00;0.066;53,00;195,00;1,00;35096,00;0.44;45300,00;5,00
45328,00;0.28;0.22;45358,00;0.041;26,00;157,00;0.9957;16132,00;0.64;45513,00;7,00
45300,00;0.59;0.38;45444,00;0.066;34,00;182,00;0.9968;44986,00;0.38;45420,00;3,00
45357,00;0.33;0.27;45323,00;0.046;34,00;175,00;0.9934;13575,00;0.54;45391,00;6,00
45359,00;0.39;0.7;45453,00;0.045;33,00;169,00;0.9976;45538,00;0.57;45391,00;5,00
45329,00;0.19;0.46;45507,00;0.041;82,00;187,00;0.9932;43525,00;0.6;45333,00;7,00
45419,00;0.17;0.44;45362,00;0.046;65,00;146,00;0.997;42795,00;0.45;10,00;6,00
45479,00;0.17;0.5;45293,00;0.043;27,00;122,00;0.9923;42064,00;0.45;45361,00;6,00
45297,00;0.41;0,00;45444,00;0.063;36,00;87,00;0.9914;46447,00;0.67;45514,00;6,00
45359,00;0.2;0.35;0.9;0.05;12,00;74,00;0.992;41334,00;0.38;45422,00;6,00
45297,00;0.41;0,00;45444,00;0.063;36,00;87,00;0.9914;46447,00;0.67;45514,00;6,00
6,00;0.29;0.21;45352,00;0.055;42,00;168,00;0.9914;11749,00;0.43;45302,00;6,00
45358,00;0.41;0.24;45510,00;0.057;41,00;163,00;0.9949;45325,00;0.41;45544,00;6,00
45358,00;0.41;0.24;45510,00;0.057;41,00;163,00;0.9949;45325,00;0.41;45544,00;6,00
45329,00;0.43;0.24;45479,00;0.058;40,00;163,00;0.995;45325,00;0.41;45544,00;5,00
45358,00;0.4;0.24;45479,00;0.058;41,00;166,00;0.995;45325,00;0.41;45544,00;6,00
45328,00;0.33;0.27;45539,00;0.036;30,00;134,00;0.9927;45325,00;0.42;45392,00;7,00
45328,00;0.31;0.26;45508,00;0.037;36,00;148,00;0.9928;44256,00;0.41;45392,00;6,00
45297,00;0.36;0.27;45293,00;0.035;16,00;100,00;0.9917;45385,00;0.71;45423,00;7,00
5,00;0.55;0.14;45359,00;0.032;35,00;164,00;0.9918;19419,00;0.51;45424,00;8,00
45511,00;0.25;0.41;45476,00;0.042;37,00;149,00;0.9954;13210,00;0.45;10,00;6,00
45478,00;0.36;0.21;45479,00;0.038;51,00;166,00;0.9941;47178,00;0.63;10,00;6,00
45509,00;0.34;0.21;45449,00;0.04;50,00;167,00;0.9941;47178,00;0.62;10,00;5,00
45510,00;0.28;0.6;45292,00;0.132;42,00;127,00;0.9934;45538,00;0.44;45300,00;6,00
45510,00;0.25;0.34;45477,00;0.031;34,00;134,00;0.9927;44256,00;0.38;45453,00;6,00
45449,00;0.24;0.35;45480,00;0.031;36,00;135,00;0.9938;43525,00;0.37;45422,00;5,00
45540,00;0.3;0.47;31229,00;0.03;19,00;133,00;0.9933;19054,00;0.43;45423,00;7,00
45297,00;0.125;0.25;45354,00;0.04;10,00;69,00;0.9934;19784,00;0.59;45301,00;6,00
6,00;0.1;0.24;45292,00;0.041;15,00;65,00;0.9927;22341,00;0.61;45361,00;7,00
45449,00;0.24;0.35;45480,00;0.031;36,00;135,00;0.9938;43525,00;0.37;45422,00;5,00
45510,00;0.25;0.34;45477,00;0.031;34,00;134,00;0.9927;44256,00;0.38;45453,00;6,00
45510,00;0.28;0.44;45360,00;0.031;35,00;137,00;0.9946;42430,00;0.36;45392,00;6,00
45359,00;0.41;0.51;2,00;0.046;11,00;207,00;0.993;45325,00;0.55;45393,00;5,00
45419,00;0.27;0.31;45509,00;0.057;131,00;313,00;0.9946;43160,00;0.59;45422,00;5,00
45542,00;0.26;0.41;15.15;0.04;38,00;216,00;0.9976;35096,00;0.6;10,00;6,00
45388,00;0.34;0.23;45357,00;0.039;37,00;143,00;0.9944;43525,00;0.65;10,00;6,00
45418,00;0.28;0.35;45397,00;0.042;55,00;195,00;0.9978;44986,00;0.5;45452,00;6,00
45329,00;0.21;0.41;45352,00;0.036;33,00;85,00;0.992;42795,00;0.51;45392,00;5,00
45388,00;0.32;0.35;45508,00;0.03;34,00;101,00;0.9912;13210,00;0.6;45424,00;8,00
45510,00;0.24;0.34;45447,00;0.032;37,00;135,00;0.9927;45325,00;0.39;45453,00;5,00
45357,00;0.23;0.3;45505,00;0.033;16,00;91,00;0.9906;46813,00;0.4;45515,00;6,00
45418,00;0.28;0.34;45544,00;0.038;30,00;133,00;0.9954;45599,00;0.44;45513,00;5,00
45448,00;0.26;0.26;45478,00;0.031;12,00;80,00;0.9923;45717,00;0.38;45514,00;5,00
45357,00;0.23;0.3;45505,00;0.033;16,00;91,00;0.9906;46813,00;0.4;45515,00;6,00
45357,00;0.23;0.33;45413,00;0.036;15,00;105,00;0.991;11749,00;0.42;45333,00;6,00
45509,00;0.27;0.27;45363,00;0.045;55,00;170,00;0.9972;46813,00;0.42;45360,00;6,00
45540,00;0.26;0.4;45352,00;0.047;12,00;139,00;0.9945;16497,00;0.53;45392,00;5,00
45449,00;0.18;0.35;45413,00;0.049;49,00;141,00;0.9934;15766,00;0.85;45332,00;7,00
45389,00;0.2;0.43;45511,00;0.045;27,00;153,00;0.9964;43525,00;0.55;9,00;7,00
8,00;0.24;0.36;45413,00;0.047;17,00;129,00;0.9948;45325,00;0.54;10,00;6,00
45388,00;0.26;0.42;45482,00;0.044;30,00;140,00;0.9962;43160,00;0.47;45300,00;6,00
45387,00;0.31;0.47;3,00;0.053;46,00;144,00;0.9931;47178,00;0.76;10,00;5,00
45387,00;0.29;0.47;3,00;0.052;47,00;145,00;0.993;47178,00;0.75;10,00;6,00
45298,00;0.145;0.33;45447,00;0.05;33,00;131,00;0.9942;46813,00;0.4;45452,00;6,00
45448,00;0.34;0.1;45352,00;0.031;20,00;68,00;0.9906;13210,00;0.51;45333,00;7,00
45479,00;0.19;0.41;45458,00;0.056;75,00;155,00;0.9995;45325,00;0.44;45512,00;6,00
45511,00;0.18;0.46;45456,00;0.052;38,00;118,00;0.998;42064,00;0.5;10,00;6,00
45450,00;0.17;0.45;45333,00;0.054;56,00;137,00;0.997;42064,00;0.47;10,00;5,00
45357,00;0.12;0.36;45293,00;0.044;47,00;146,00;0.9914;46447,00;0.74;45393,00;7,00
45358,00;0.33;0.4;31199,00;0.038;32,00;138,00;0.992;45354,00;0.3;45546,00;7,00
45417,00;0.335;0.3;45414,00;0.071;27,00;128,00;0.9924;41699,00;0.51;45452,00;6,00
45358,00;0.33;0.4;31199,00;0.038;32,00;138,00;0.992;45354,00;0.3;45546,00;7,00
45509,00;0.4;0.42;45386,00;0.047;38.5;245,00;0.9937;45717,00;0.57;45452,00;6,00
45358,00;0.22;0.37;45365,00;0.063;48,00;191,00;0.9978;32540,00;0.38;9,00;6,00
45358,00;0.22;0.37;45365,00;0.063;48,00;191,00;0.9978;32540,00;0.38;9,00;6,00
45297,00;0.36;0.33;45292,00;0.05;24,00;169,00;0.9927;42064,00;0.78;45421,00;6,00
10,00;0.2;0.39;45383,00;0.05;19,00;152,00;0.994;3,00;0.42;45392,00;6,00
45541,00;0.24;0.34;45477,00;0.04;43,00;161,00;0.9935;45325,00;0.59;45453,00;6,00
45388,00;0.24;0.32;45549,00;0.047;54,00;162,00;0.9968;46813,00;0.5;45332,00;6,00
45298,00;0.365;0.14;45323,00;0.055;24,00;84,00;0.9941;42064,00;0.43;45543,00;5,00
45510,00;0.15;0.3;45356,00;0.05;40,00;127,00;0.9942;45385,00;0.39;45482,00;6,00
45358,00;0.22;0.37;45365,00;0.063;48,00;191,00;0.9978;32540,00;0.38;9,00;6,00
45510,00;0.16;0.4;45353,00;0.037;18,00;102,00;0.9923;17958,00;0.42;45393,00;7,00
6,00;0.26;0.32;45415,00;0.028;29,00;113,00;0.9912;45385,00;0.71;45363,00;7,00
6,00;0.18;0.27;45413,00;0.089;40,00;143,00;0.9923;17958,00;0.62;45514,00;6,00
45541,00;0.33;0.21;1,00;0.053;39,00;148,00;0.9927;45629,00;0.45;45391,00;6,00
45480,00;0.29;0.48;45353,00;0.049;36,00;178,00;0.9931;42795,00;0.64;45453,00;6,00
45298,00;0.39;0.35;45424,00;0.044;26,00;72,00;0.9941;42795,00;0.29;45454,00;5,00
45541,00;0.33;0.21;1,00;0.053;39,00;148,00;0.9927;45629,00;0.45;45391,00;6,00
45480,00;0.29;0.48;45353,00;0.049;36,00;178,00;0.9931;42795,00;0.64;45453,00;6,00
45449,00;0.905;0.19;0.8;0.048;17,00;204,00;0.9934;12479,00;0.56;10,00;5,00
45329,00;0.27;0.27;45384,00;0.048;30,00;149,00;0.9936;45294,00;0.51;45331,00;6,00
45296,00;0.33;0.22;45444,00;0.027;18,00;89,00;0.9893;18688,00;0.38;45424,00;7,00
45296,00;0.33;0.22;45444,00;0.027;18,00;89,00;0.9893;18688,00;0.38;45424,00;7,00
45388,00;0.31;0.28;45413,00;0.037;12,00;119,00;0.9919;11749,00;0.51;45392,00;7,00
45358,00;0.2;0.44;45383,00;0.045;21,00;98,00;0.9924;42064,00;0.46;10,00;7,00
45478,00;0.32;0.5;45445,00;0.049;17,00;155,00;0.9927;44621,00;0.64;10,00;6,00
45388,00;0.31;0.28;45413,00;0.037;12,00;119,00;0.9919;11749,00;0.51;45392,00;7,00
45358,00;0.2;0.44;45383,00;0.045;21,00;98,00;0.9924;42064,00;0.46;10,00;7,00
45329,00;0.28;0.26;45424,00;0.046;48,00;179,00;0.9975;45294,00;0.52;9,00;6,00
45419,00;0.35;0.28;45452,00;0.051;26,00;157,00;0.9969;45629,00;0.53;45331,00;6,00
45329,00;0.27;0.27;45384,00;0.048;30,00;149,00;0.9936;45294,00;0.51;45331,00;6,00
6,00;0.36;0.39;45325,00;0.027;20,00;125,00;0.991;13940,00;0.39;45362,00;7,00
45296,00;0.33;0.22;45444,00;0.027;18,00;89,00;0.9893;18688,00;0.38;45424,00;7,00
5,00;0.17;0.56;45413,00;0.026;24,00;115,00;0.9906;17593,00;0.39;45514,00;7,00
45357,00;0.39;0.35;45540,00;0.04;82.5;260,00;0.9941;45629,00;0.66;45301,00;5,00
45479,00;0.21;0.32;45387,00;0.047;29,00;140,00;0.995;14305,00;0.46;45482,00;6,00
7,00;0.3;0.38;45549,00;0.032;60,00;181,00;0.9983;43160,00;0.61;45360,00;7,00
7,00;0.3;0.38;45549,00;0.032;60,00;181,00;0.9983;43160,00;0.61;45360,00;7,00
45418,00;0.36;0.32;45292,00;0.031;13,00;66,00;0.9916;45294,00;0.46;45453,00;5,00
45297,00;0.55;0.15;45513,00;0.031;19,00;125,00;0.9957;13210,00;0.47;45332,00;6,00
45358,00;0.24;0.43;2,00;0.021;20,00;69,00;0.99;45507,00;0.56;45334,00;6,00
45510,00;0.37;0.51;45515,00;0.044;62,00;163,00;0.9976;43525,00;0.44;45512,00;5,00
45510,00;0.27;0.12;45352,00;0.04;87,00;168,00;0.992;43160,00;0.41;10,00;5,00
45330,00;0.28;0.42;45505,00;0.031;30,00;93,00;0.9917;45538,00;0.39;45393,00;5,00
45357,00;0.2;0.4;45413,00;0.037;35,00;107,00;0.9917;16862,00;0.5;45393,00;6,00
45540,00;0.26;0.27;45340,00;0.048;52,00;168,00;0.9993;12844,00;0.44;45391,00;5,00
45388,00;0.19;0.42;45537,00;0.032;32,00;83,00;0.9908;45354,00;0.41;45484,00;6,00
45357,00;0.2;0.4;45413,00;0.037;35,00;107,00;0.9917;16862,00;0.5;45393,00;6,00
45510,00;0.37;0.51;45515,00;0.044;62,00;163,00;0.9976;43525,00;0.44;45512,00;5,00
45297,00;0.35;0.07;45383,00;0.069;22,00;108,00;0.9934;44986,00;0.52;45331,00;5,00
45298,00;0.27;0.31;45340,00;0.046;55,00;252,00;1,00;45476,00;0.56;45481,00;5,00
45510,00;0.22;0.31;45357,00;0.035;33,00;170,00;0.9918;45352,00;0.66;45455,00;6,00
45510,00;0.27;0.12;45352,00;0.04;87,00;168,00;0.992;43160,00;0.41;10,00;5,00
45509,00;0.28;0.34;4,00;0.031;40,00;99,00;0.9896;14305,00;0.39;45516,00;7,00
45541,00;0.49;0.24;45323,00;0.049;13,00;125,00;0.9932;42795,00;0.51;45391,00;5,00
45357,00;0.14;0.39;45323,00;0.044;26,00;116,00;0.992;46082,00;0.53;45361,00;6,00
45330,00;0.28;0.42;45505,00;0.031;30,00;93,00;0.9917;45538,00;0.39;45393,00;5,00
45329,00;0.25;0.39;18.95;0.038;42,00;155,00;0.9999;35462,00;0.47;9,00;6,00
45358,00;0.28;0.36;45485,00;0.04;38,00;140,00;0.998;45354,00;0.79;45452,00;6,00
45329,00;0.19;0.39;45323,00;0.036;32,00;85,00;0.9918;42430,00;0.5;45422,00;5,00
45329,00;0.19;0.39;45323,00;0.036;32,00;85,00;0.9918;42430,00;0.5;45422,00;5,00
45329,00;0.25;0.39;18.95;0.038;42,00;155,00;0.9999;35462,00;0.47;9,00;6,00
45358,00;0.28;0.36;45485,00;0.04;38,00;140,00;0.998;45354,00;0.79;45452,00;6,00
45389,00;0.21;0.27;45323,00;0.041;27,00;99,00;0.9927;43525,00;0.33;45513,00;6,00
45510,00;0.26;0.22;45480,00;0.047;57,00;210,00;0.9959;45294,00;0.47;9,00;5,00
45389,00;0.21;0.27;45323,00;0.041;27,00;99,00;0.9927;43525,00;0.33;45513,00;6,00
45389,00;0.31;0.28;45444,00;0.05;33,00;137,00;0.9929;11383,00;0.56;45422,00;6,00
7,00;0.22;0.31;45475,00;0.03;41,00;136,00;0.9898;42430,00;0.37;45485,00;7,00
7,00;0.21;0.28;45481,00;0.045;37,00;222,00;0.9954;45717,00;0.54;45392,00;6,00
7,00;0.21;0.28;45451,00;0.045;37,00;221,00;0.9954;45717,00;0.54;45392,00;6,00
7,00;0.21;0.28;45451,00;0.045;37,00;221,00;0.9954;45717,00;0.54;45392,00;6,00
45541,00;0.23;0.38;45359,00;0.047;47,00;162,00;0.9954;12479,00;0.52;45422,00;7,00
7,00;0.21;0.28;45481,00;0.045;37,00;222,00;0.9954;45717,00;0.54;45392,00;6,00
7,00;0.21;0.28;45451,00;0.045;37,00;221,00;0.9954;45717,00;0.54;45392,00;6,00
45510,00;0.29;0.5;45364,00;0.053;48,00;194,00;0.9974;45538,00;0.45;45391,00;5,00
45511,00;0.21;0.27;45323,00;0.051;20,00;89,00;0.9936;45446,00;0.46;45300,00;5,00
45298,00;0.31;0.47;45456,00;0.056;54,00;197,00;0.9978;45294,00;0.49;45360,00;5,00
45510,00;0.29;0.5;45364,00;0.053;48,00;194,00;0.9974;45538,00;0.45;45391,00;5,00
45388,00;0.34;0.1;45292,00;0.048;19,00;84,00;0.9927;44256,00;0.38;45513,00;5,00
45389,00;0.155;0.34;45353,00;0.045;73.5;214,00;0.9934;43160,00;0.61;45544,00;7,00
45329,00;0.55;0.09;45413,00;0.108;16,00;151,00;0.9938;45476,00;0.57;45331,00;4,00
7,00;0.23;0.36;45298,00;0.028;31,00;104,00;0.9922;12844,00;0.47;45303,00;8,00
45541,00;0.2;0.37;45328,00;0.027;24,00;97,00;0.992;13940,00;0.49;45334,00;7,00
45297,00;0.28;0.32;45414,00;0.042;23,00;218.5;0.9935;46447,00;0.6;45513,00;5,00
45449,00;0.16;0.32;45383,00;0.035;49,00;186,00;0.9906;12844,00;0.64;45394,00;8,00
45389,00;0.155;0.34;45353,00;0.045;73.5;214,00;0.9934;43160,00;0.61;45544,00;7,00
45328,00;0.35;0.04;45323,00;0.06;23,00;108,00;0.9934;46082,00;0.54;45331,00;5,00
45479,00;0.22;0.37;45444,00;0.028;24,00;102,00;0.9913;47178,00;0.59;45454,00;7,00
45297,00;0.38;0.2;45449,00;0.033;25,00;137,00;0.9938;45354,00;0.69;45392,00;6,00
6,00;0.25;0.28;45324,00;0.026;54,00;126,00;0.9898;15766,00;0.65;45547,00;8,00
45449,00;0.52;0.44;45334,00;0.048;54,00;245,00;0.9975;46082,00;0.54;45360,00;6,00
45541,00;0.24;0.36;45524,00;0.031;40,00;139,00;0.9975;45325,00;0.33;11,00;6,00
45298,00;0.32;0.32;11,00;0.038;16,00;66,00;0.9937;45352,00;0.4;45423,00;3,00
45509,00;0.28;0.27;45445,00;0.054;30,00;156,00;0.9914;19419,00;0.42;45394,00;5,00
45418,00;0.41;0.24;14,00;0.048;24,00;113,00;0.9982;16132,00;0.53;45513,00;6,00
45418,00;0.41;0.24;14,00;0.048;24,00;113,00;0.9982;16132,00;0.53;45513,00;6,00
45388,00;0.28;0.29;45444,00;0.052;34,00;127,00;0.9929;17593,00;0.56;45422,00;7,00
45329,00;0.6;0.2;45544,00;0.07;21,00;174,00;0.9971;45354,00;0.54;45300,00;5,00
45297,00;0.2;0.25;45323,00;0.038;34,00;128,00;0.9921;45352,00;0.44;45301,00;5,00
45540,00;0.46;0.14;45475,00;0.042;27,00;160,00;0.9931;16862,00;0.51;45453,00;7,00
6,00;0.27;0.27;45444,00;0.046;32,00;113,00;0.9924;15036,00;0.51;45422,00;7,00
45388,00;0.28;0.29;45444,00;0.052;34,00;127,00;0.9929;17593,00;0.56;45422,00;7,00
45388,00;0.41;0.24;14,00;0.048;24,00;113,00;0.9982;16132,00;0.53;45513,00;6,00
45357,00;0.23;0.31;45413,00;0.022;11,00;82,00;0.9892;45354,00;0.4;45547,00;7,00
45298,00;0.21;0.27;45451,00;0.056;26,00;111,00;0.9956;34731,00;0.52;45421,00;5,00
6,00;0.37;0.32;1,00;0.053;31,00;218.5;0.9924;47178,00;0.72;45513,00;6,00
45297,00;0.43;0.35;45300,00;0.059;83,00;249,00;0.9971;13575,00;0.5;45420,00;5,00
45298,00;0.21;0.27;45451,00;0.056;26,00;111,00;0.9956;34731,00;0.52;45421,00;5,00
7,00;0.25;0.29;45337,00;0.047;40,00;171,00;0.9982;44621,00;0.45;45360,00;5,00
45540,00;0.25;0.19;45394,00;0.047;50,00;162,00;0.9973;12844,00;0.38;45421,00;5,00
45510,00;0.32;0.21;45324,00;0.044;15,00;68,00;0.9932;42795,00;0.39;45391,00;6,00
45329,00;0.39;0.62;11,00;0.047;66,00;178,00;0.9976;42430,00;0.5;45481,00;5,00
45357,00;0.21;0.58;10,00;0.081;34,00;126,00;0.9962;34731,00;0.46;45543,00;5,00
7,00;0.14;0.32;9,00;0.039;54,00;141,00;0.9956;44621,00;0.43;45391,00;6,00
45510,00;0.32;0.21;45324,00;0.044;15,00;68,00;0.9932;42795,00;0.39;45391,00;6,00
45329,00;0.39;0.62;11,00;0.047;66,00;178,00;0.9976;42430,00;0.5;45481,00;5,00
45329,00;0.29;0.53;18.15;0.047;59,00;182,00;0.9992;45538,00;0.52;45452,00;5,00
45451,00;0.37;0.7;42339,00;0.039;21,00;158,00;0.9983;3,00;0.73;45360,00;6,00
45418,00;0.38;0.34;45385,00;0.036;34,00;200,00;0.9937;41699,00;0.76;10,00;5,00
45449,00;0.24;0.29;2,00;0.023;19,00;86,00;0.99;45717,00;0.45;45424,00;6,00
7,00;0.17;0.31;45508,00;0.034;34,00;132,00;0.9944;13210,00;0.48;45452,00;7,00
45417,00;0.16;0.22;45416,00;0.03;30,00;102,00;0.9938;45352,00;0.36;45391,00;6,00
7,00;0.24;0.51;11,00;0.029;55,00;227,00;0.9965;45354,00;0.61;45421,00;5,00
45389,00;0.28;0.36;45292,00;0.028;42,00;105,00;0.9893;36192,00;0.39;45394,00;7,00
7,00;0.22;0.28;45413,00;0.037;29,00;115,00;0.9927;45599,00;0.55;45422,00;6,00
45298,00;0.55;0.13;45474,00;0.073;21,00;165,00;0.994;35462,00;0.58;45331,00;6,00
45357,00;0.22;0.33;45474,00;0.041;67,00;164,00;0.9928;11749,00;0.56;45392,00;6,00
45479,00;0.47;0.34;45543,00;0.043;31,00;172,00;0.9964;44621,00;0.6;45331,00;5,00
45540,00;0.36;0.41;45352,00;0.047;45,00;104,00;0.9917;12114,00;0.51;45453,00;6,00
45509,00;0.25;0.24;45364,00;0.044;41,00;137,00;0.9972;12479,00;0.42;45421,00;5,00
45479,00;0.47;0.34;45543,00;0.043;31,00;172,00;0.9964;44621,00;0.6;45331,00;5,00
45328,00;0.37;0.3;45449,00;0.346;79,00;200,00;0.9954;47178,00;0.58;45452,00;5,00
45328,00;0.18;0.38;45413,00;0.028;36,00;117,00;0.993;17227,00;0.54;45482,00;6,00
6,00;0.16;0.37;45413,00;0.025;43,00;117,00;0.9928;16862,00;0.51;45482,00;6,00
45449,00;0.34;0.28;45352,00;0.035;32,00;90,00;0.9916;45294,00;0.42;45483,00;6,00
45389,00;0.29;0.29;45444,00;0.045;53,00;180,00;0.9936;12479,00;0.68;45422,00;6,00
45389,00;0.26;0.31;45450,00;0.047;52,00;177,00;0.9962;41334,00;0.45;45543,00;6,00
7,00;0.28;0.36;1,00;0.035;8,00;70,00;0.9899;45538,00;0.46;45303,00;6,00
45298,00;0.23;0.39;45444,00;0.032;12,00;65,00;0.9898;45717,00;0.4;45485,00;7,00
45511,00;0.19;0.26;45543,00;0.039;42,00;182,00;0.996;43160,00;0.46;45544,00;6,00
45357,00;0.19;0.28;45505,00;0.022;28,00;158,00;0.9907;45325,00;0.64;45393,00;6,00
45510,00;0.2;0.38;45477,00;0.04;27,00;103,00;0.994;13575,00;0.58;45483,00;6,00
45478,00;0.44;0.13;7,00;0.025;28,00;173,00;0.9913;12114,00;0.48;45424,00;6,00
45329,00;0.4;0.62;45514,00;0.041;70,00;189,00;0.9976;45507,00;0.49;45451,00;4,00
45510,00;0.23;0.32;45444,00;0.026;43,00;147,00;0.9904;47178,00;0.54;45424,00;6,00
45478,00;0.335;0.34;1,00;0.04;13,00;174,00;0.992;46447,00;0.66;10,00;5,00
45329,00;0.4;0.62;45514,00;0.041;70,00;189,00;0.9976;45507,00;0.49;45451,00;4,00
45329,00;0.28;0.54;45489,00;0.045;54,00;200,00;0.999;45507,00;0.49;45421,00;6,00
45510,00;0.19;0.58;45336,00;0.038;51,00;164,00;0.9975;45629,00;0.48;45452,00;6,00
45388,00;0.3;0.3;45689,00;0.038;8,00;210,00;0.9937;45325,00;0.62;45544,00;6,00
45418,00;0.3;0.29;45689,00;0.037;8,00;210,00;0.9937;43525,00;0.62;45544,00;5,00
45511,00;0.18;0.31;45334,00;0.053;46,00;140,00;0.998;45446,00;0.53;45543,00;6,00
45511,00;0.18;0.31;45334,00;0.053;46,00;140,00;0.998;45446,00;0.53;45543,00;6,00
45358,00;0.51;0.26;45354,00;0.09;7,00;135,00;0.9944;45294,00;0.52;45512,00;5,00
6,00;0.24;0.27;45536,00;0.048;40,00;170,00;0.9938;23437,00;0.54;10,00;7,00
45540,00;0.62;0.28;45415,00;0.039;55,00;152,00;0.9907;16132,00;0.44;12,00;6,00
6,00;0.24;0.27;45536,00;0.048;40,00;170,00;0.9938;23437,00;0.54;10,00;7,00
45479,00;0.27;0.12;45352,00;0.041;62,00;138,00;0.9921;44256,00;0.42;10,00;6,00
45511,00;0.34;0.35;45505,00;0.042;8,00;167,00;0.9908;45599,00;0.41;45303,00;6,00
45358,00;0.26;0.36;45327,00;0.04;31,00;141,00;0.9931;42430,00;0.59;11,00;6,00
45389,00;0.36;0.33;45383,00;0.025;27,00;55,00;0.9915;44256,00;0.33;45333,00;6,00
45511,00;0.28;0.32;9,00;0.036;34,00;115,00;0.9952;42795,00;0.39;45361,00;7,00
45297,00;0.31;0.26;45324,00;0.051;28,00;167,00;0.9926;13575,00;0.47;45392,00;6,00
45510,00;0.18;0.37;45444,00;0.055;47,00;154,00;0.9934;45507,00;0.45;45300,00;5,00
45389,00;0.15;0.42;45474,00;0.045;49,00;154,00;0.992;3,00;0.6;45392,00;6,00
45540,00;0.13;0.28;45536,00;0.05;20,00;78,00;0.9918;15766,00;0.64;45514,00;6,00
45329,00;0.34;0.34;45455,00;0.048;7,00;41,00;0.9942;43525,00;0.4;45484,00;5,00
45542,00;0.19;0.26;45293,00;0.039;8,00;143,00;0.9942;45415,00;0.74;45513,00;5,00
45542,00;0.19;0.26;45293,00;0.039;8,00;143,00;0.9942;45415,00;0.74;45513,00;5,00
45541,00;0.25;0.4;45352,00;0.038;22,00;101,00;0.9901;45354,00;0.39;45393,00;6,00
45509,00;0.36;0.32;45474,00;0.033;22,00;96,00;0.9898;45354,00;0.38;45333,00;6,00
45448,00;0.35;0.37;1,00;0.038;6,00;72,00;0.9902;13575,00;0.34;45393,00;5,00
45540,00;0.32;0.39;45354,00;0.114;24,00;140,00;0.9934;45538,00;0.45;45331,00;6,00
45329,00;0.31;0.46;5,00;0.04;3,00;29,00;0.9906;45385,00;0.53;45424,00;4,00
45297,00;0.28;0.22;45505,00;0.034;32,00;116,00;0.9898;13210,00;0.44;45455,00;6,00
45327,00;0.36;0.02;45444,00;0.031;24,00;104,00;0.9896;16132,00;0.35;45334,00;6,00
